latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight
-16.82116,30.84489,319.11,2.04,1.39,2021-08-19,0837,T,60,6.1NRT,304.75,22.56,D
-16.24042,26.36273,337.84,1.07,1.03,2021-08-19,0837,T,86,6.1NRT,308.08,30.92,D
-16.24178,26.37263,325.8,1.07,1.03,2021-08-19,0837,T,73,6.1NRT,307.48,13.41,D
-15.96465,24.37943,320.26,1.01,1,2021-08-19,0837,T,62,6.1NRT,306.16,7.3,D
-16.03071,24.82504,320.53,1,1,2021-08-19,0837,T,63,6.1NRT,305.98,8.17,D
-16.8227,30.8394,318.58,2.04,1.39,2021-08-19,0837,T,62,6.1NRT,304.7,23.37,D
-16.66319,29.38497,322.05,1.59,1.24,2021-08-19,0837,T,65,6.1NRT,305.56,15.9,D
-17.10791,33.21627,314.29,3.13,1.68,2021-08-19,0837,T,37,6.1NRT,300.53,23.4,D
-16.33602,26.32207,322.61,1.06,1.03,2021-08-19,0837,T,68,6.1NRT,307.02,10.51,D
-16.08061,24.35484,316.77,1.01,1,2021-08-19,0837,T,42,6.1NRT,305.63,4.58,D
-17.42292,34.62602,319.99,4.03,1.86,2021-08-19,0837,T,64,6.1NRT,302.23,54.29,D
-16.11699,24.22843,331.82,1.01,1,2021-08-19,0837,T,81,6.1NRT,307.55,20.89,D
-16.1184,24.23778,326.42,1.01,1,2021-08-19,0837,T,74,6.1NRT,307.2,14.23,D
-16.43145,26.21159,321.77,1.06,1.03,2021-08-19,0837,T,66,6.1NRT,308.53,8.15,D
-17.42731,34.61982,321.4,4.03,1.86,2021-08-19,0837,T,71,6.1NRT,302.05,70.8,D
-16.39121,25.59792,322.47,1.02,1.01,2021-08-19,0837,T,64,6.1NRT,306.68,9.06,D
-16.97878,29.8992,315.79,1.75,1.3,2021-08-19,0837,T,52,6.1NRT,303.51,10.85,D
-15.63435,20.58083,318.62,1.49,1.21,2021-08-19,0837,T,40,6.1NRT,305.6,14.13,D
-16.32347,24.75147,318.98,1,1,2021-08-19,0837,T,54,6.1NRT,306.42,6.12,D
-16.36291,25.02095,326.9,1,1,2021-08-19,0837,T,74,6.1NRT,306.72,14.33,D
-16.36426,25.03025,318.58,1,1,2021-08-19,0837,T,51,6.1NRT,306.67,5.75,D
-16.36375,24.96375,318.92,1,1,2021-08-19,0837,T,46,6.1NRT,307.37,5.8,D
-16.37273,24.96238,322.5,1,1,2021-08-19,0837,T,66,6.1NRT,308,9.29,D
-15.91796,21.92199,341.83,1.22,1.1,2021-08-19,0837,T,89,6.1NRT,311.89,43.88,D
-17.56229,34.56015,315.52,4,1.86,2021-08-19,0837,T,39,6.1NRT,301.57,39.66,D
-17.56607,34.59837,323.04,4.03,1.86,2021-08-19,0837,T,73,6.1NRT,300.5,89.22,D
-16.39831,24.94896,320.08,1,1,2021-08-19,0839,T,59,6.1NRT,307.97,6.86,D
-16.34037,24.42908,320.19,1,1,2021-08-19,0839,T,59,6.1NRT,306.41,6.28,D
-17.55352,34.59429,317.08,4.03,1.86,2021-08-19,0839,T,33,6.1NRT,301.14,42.41,D
-17.44404,33.27354,315.64,3.19,1.69,2021-08-19,0839,T,52,6.1NRT,301.02,35.32,D
-17.57039,34.59289,323.38,4.03,1.86,2021-08-19,0839,T,74,6.1NRT,300.44,91.81,D
-15.21242,17.52026,314.41,2.55,1.54,2021-08-19,0839,T,38,6.1NRT,300.69,20.24,D
-17.07723,29.69416,319.92,1.69,1.28,2021-08-19,0839,T,63,6.1NRT,305.13,15.32,D
-17.51815,33.54603,322.11,3.35,1.73,2021-08-19,0839,T,72,6.1NRT,302.47,63.85,D
-16.92844,28.32706,316.73,1.36,1.15,2021-08-19,0839,T,53,6.1NRT,305.16,7.94,D
-17.22807,30.65167,325.27,2,1.38,2021-08-19,0839,T,75,6.1NRT,303.49,41.93,D
-16.21039,23.14105,319.66,1.07,1.03,2021-08-19,0839,T,55,6.1NRT,305.88,7.38,D
-16.57586,25.53862,318.36,1.02,1.01,2021-08-19,0839,T,34,6.1NRT,305.61,4.02,D
-17.65072,34.21207,319.15,3.78,1.82,2021-08-19,0839,T,67,6.1NRT,300.72,59.42,D
-17.23016,30.64515,316.87,2,1.38,2021-08-19,0839,T,56,6.1NRT,302.68,18.48,D
-17.2321,30.66255,314.17,2.01,1.38,2021-08-19,0839,T,32,6.1NRT,301.99,12.12,D
-17.52879,33.53815,317.3,3.35,1.73,2021-08-19,0839,T,38,6.1NRT,300.77,37.49,D
-17.65719,34.20425,317.88,3.78,1.82,2021-08-19,0839,T,66,6.1NRT,300.21,55.46,D
-14.95397,15.47363,313.67,3.68,1.8,2021-08-19,0839,T,53,6.1NRT,301.39,32.49,D
-16.54906,24.84686,319.68,1,1,2021-08-19,0839,T,55,6.1NRT,308.06,5.44,D
-16.47712,24.05076,319.2,1.01,1.01,2021-08-19,0839,T,49,6.1NRT,307.47,5.91,D
-17.71593,34.05031,314.03,3.68,1.8,2021-08-19,0839,T,55,6.1NRT,300.15,34.19,D
-17.07305,28.19233,317.38,1.34,1.15,2021-08-19,0839,T,54,6.1NRT,305.89,9,D
-17.07465,28.20476,317.09,1.34,1.15,2021-08-19,0839,T,53,6.1NRT,305.61,8.46,D
-17.40423,30.93129,318.82,2.12,1.41,2021-08-19,0839,T,65,6.1NRT,304.63,24.35,D
-17.33065,30.18892,327.94,1.86,1.33,2021-08-19,0839,T,79,6.1NRT,304.68,43.13,D
-16.34434,22.71768,324.92,1.1,1.05,2021-08-19,0839,T,68,6.1NRT,311.8,11.16,D
-16.69178,24.44113,318.86,1,1,2021-08-19,0839,T,47,6.1NRT,307.02,5.96,D
-16.51833,22.99423,324.29,1.07,1.03,2021-08-19,0839,T,67,6.1NRT,311.67,9.17,D
-16.93927,25.50768,321.33,1.02,1.01,2021-08-19,0839,T,62,6.1NRT,305.51,9.3,D
-16.04367,19.60406,319.74,1.72,1.29,2021-08-19,0839,T,65,6.1NRT,306.45,15.62,D
-16.91573,25.09024,325.32,1.01,1,2021-08-19,0839,T,71,6.1NRT,305.98,12.35,D
-17.10757,26.38429,325.67,1.08,1.04,2021-08-19,0839,T,73,6.1NRT,308.18,14.05,D
-17.10897,26.39443,319.86,1.09,1.04,2021-08-19,0839,T,33,6.1NRT,307.8,6.56,D
-17.18717,26.09114,325.78,1.06,1.03,2021-08-19,0839,T,73,6.1NRT,308.85,12.29,D
-16.87367,23.56769,321.64,1.03,1.01,2021-08-19,0839,T,60,6.1NRT,308.21,6.81,D
-17.80654,30.25891,322.05,1.91,1.35,2021-08-19,0839,T,71,6.1NRT,303.85,27.03,D
-16.69139,22.14896,327.22,1.16,1.07,2021-08-19,0839,T,74,6.1NRT,306.41,18.6,D
-16.13466,18.25076,317.1,2.15,1.43,2021-08-19,0839,T,39,6.1NRT,305.39,15.96,D
-18.33184,33.98616,323.7,3.71,1.8,2021-08-19,0839,T,76,6.1NRT,298.9,105.88,D
-16.75704,21.84341,321.65,1.2,1.09,2021-08-19,0839,T,60,6.1NRT,308.38,10.69,D
-18.32284,33.98059,318.13,3.71,1.8,2021-08-19,0839,T,69,6.1NRT,299.28,67.25,D
-18.3391,33.97889,316.13,3.71,1.8,2021-08-19,0839,T,59,6.1NRT,298.26,57.83,D
-16.93327,22.17789,324.5,1.15,1.07,2021-08-19,0839,T,68,6.1NRT,308.76,11.41,D
-16.94285,22.17627,325.11,1.15,1.07,2021-08-19,0839,T,71,6.1NRT,309.41,12.5,D
-17.04407,22.81865,326.94,1.08,1.04,2021-08-19,0839,T,73,6.1NRT,309.78,14.14,D
-15.92741,16.24719,316.12,3.08,1.67,2021-08-19,0839,T,39,6.1NRT,304.02,27.58,D
-18.53126,34.71804,309.87,4.22,1.9,2021-08-19,0839,T,36,6.1NRT,296.97,40.88,D
-15.94225,16.24419,317.2,3.08,1.67,2021-08-19,0839,T,45,6.1NRT,303.98,32.05,D
-17.95572,29.22452,317.77,1.61,1.25,2021-08-19,0839,T,46,6.1NRT,303.79,14.52,D
-17.95757,29.2396,329.29,1.62,1.25,2021-08-19,0839,T,75,6.1NRT,305.73,38.99,D
-17.30705,24.36816,323.12,1,1,2021-08-19,0839,T,48,6.1NRT,307.87,7.02,D
-17.31602,24.36675,320.85,1,1,2021-08-19,0839,T,21,6.1NRT,308.25,4.4,D
-17.51663,25.63194,324.46,1.03,1.02,2021-08-19,0839,T,70,6.1NRT,312.45,9.38,D
-17.53081,25.60026,322.09,1.03,1.02,2021-08-19,0839,T,65,6.1NRT,311.11,6.57,D
-18.33216,31.94748,312.55,2.61,1.55,2021-08-19,0839,T,49,6.1NRT,299.85,17.47,D
-18.28541,31.38494,320.44,2.36,1.48,2021-08-19,0839,T,57,6.1NRT,300.19,35.21,D
-18.52547,33.70644,312.29,3.55,1.77,2021-08-19,0839,T,27,6.1NRT,299.7,26.12,D
-18.532,33.77388,317.95,3.6,1.78,2021-08-19,0839,T,69,6.1NRT,300.38,58.41,D
-16.49195,18.78767,314.56,1.93,1.36,2021-08-19,0839,T,39,6.1NRT,303.72,12.53,D
-16.49505,18.80554,324.54,1.93,1.36,2021-08-19,0839,T,75,6.1NRT,305.04,37.59,D
-16.96305,21.53879,346.08,1.24,1.11,2021-08-19,0839,T,87,6.1NRT,309.57,58.2,D
-17.06763,22.07142,324.31,1.16,1.07,2021-08-19,0839,T,69,6.1NRT,308.76,12.08,D
-18.2124,30.29626,315.74,1.95,1.36,2021-08-19,0839,T,55,6.1NRT,303.45,15,D
-17.07174,22.07566,324.98,1.16,1.07,2021-08-19,0839,T,71,6.1NRT,309.04,14.99,D
-18.43062,32.15931,324.91,2.71,1.58,2021-08-19,0839,T,77,6.1NRT,299.18,69.31,D
-16.3911,17.77028,315.8,2.31,1.47,2021-08-19,0839,T,59,6.1NRT,303.19,19.09,D
-16.59877,18.87141,327.3,1.9,1.35,2021-08-19,0839,T,76,6.1NRT,301.54,42.49,D
-16.60181,18.88896,325.25,1.89,1.34,2021-08-19,0839,T,76,6.1NRT,302.21,37.35,D
-17.13452,22.09824,318.39,1.16,1.07,2021-08-19,0839,T,50,6.1NRT,307.32,6.16,D
-18.34859,30.89993,319.63,2.17,1.43,2021-08-19,0839,T,69,6.1NRT,303.06,24.58,D
-16.61371,18.8139,320.39,1.91,1.35,2021-08-19,0839,T,64,6.1NRT,305.11,23.55,D
-16.61676,18.83163,321.07,1.91,1.35,2021-08-19,0839,T,60,6.1NRT,303.96,23.35,D
-16.60825,18.82615,326.59,1.91,1.35,2021-08-19,0839,T,77,6.1NRT,303,38.06,D
-18.34735,30.89345,320.88,2.17,1.43,2021-08-19,0839,T,71,6.1NRT,303.96,26.24,D
-16.62031,18.82391,318.44,1.91,1.35,2021-08-19,0839,T,30,6.1NRT,304.69,16.39,D
-18.8397,34.95749,310.56,4.44,1.94,2021-08-19,0839,T,43,6.1NRT,296.79,49.76,D
-17.31172,22.57818,322.45,1.1,1.04,2021-08-19,0839,T,66,6.1NRT,307.69,10.15,D
-17.44392,23.43795,331.15,1.03,1.01,2021-08-19,0839,T,79,6.1NRT,310.02,18.62,D
-17.41346,23.11497,327.85,1.05,1.02,2021-08-19,0839,T,58,6.1NRT,309.98,15.86,D
-18.84037,34.95261,313.9,4.44,1.94,2021-08-19,0839,T,60,6.1NRT,296.94,72.88,D
-18.69087,31.52369,317.15,2.45,1.51,2021-08-19,0839,T,58,6.1NRT,304.53,19.23,D
-17.13375,20.10595,322.97,1.51,1.21,2021-08-19,0839,T,62,6.1NRT,304.1,20.1,D
-17.15069,20.0738,328.61,1.52,1.22,2021-08-19,0839,T,74,6.1NRT,304.81,28,D
-17.20743,20.27863,321.3,1.47,1.2,2021-08-19,0839,T,68,6.1NRT,305.97,13.83,D
-17.20971,20.2923,319.21,1.47,1.2,2021-08-19,0839,T,63,6.1NRT,304.82,10.22,D
-18.86534,32.30239,324.16,2.82,1.6,2021-08-19,0839,T,77,6.1NRT,302.2,59.32,D
-18.78831,31.46079,319.67,2.43,1.5,2021-08-19,0839,T,70,6.1NRT,303.71,28.77,D
-18.00878,25.27147,339.14,1.02,1.01,2021-08-19,0839,T,87,6.1NRT,311.48,28.9,D
-18.01616,25.26384,336.77,1.02,1.01,2021-08-19,0839,T,85,6.1NRT,309.65,27.54,D
-18.01752,25.27341,340.37,1.02,1.01,2021-08-19,0839,T,88,6.1NRT,310.41,33.8,D
-18.02523,25.26246,320.98,1.02,1.01,2021-08-19,0839,T,63,6.1NRT,306.5,8,D
-18.02659,25.27204,327.15,1.02,1.01,2021-08-19,0839,T,75,6.1NRT,307.11,15.09,D
-18.8673,32.29543,326.01,2.82,1.6,2021-08-19,0839,T,79,6.1NRT,302.49,69.16,D
-18.73129,30.3848,317.73,2.01,1.38,2021-08-19,0839,T,64,6.1NRT,302.43,23.76,D
-18.73346,30.40368,322.81,2.02,1.38,2021-08-19,0839,T,73,6.1NRT,302.49,36.17,D
-18.19577,26.07947,323.02,1.08,1.04,2021-08-19,0839,T,69,6.1NRT,306.76,11.93,D
-18.97159,32.31303,314.03,2.83,1.61,2021-08-19,0839,T,53,6.1NRT,301.93,24.73,D
-17.23755,19.70586,317.15,1.61,1.25,2021-08-19,0839,T,47,6.1NRT,304.17,12.63,D
-18.74231,30.15782,356.1,1.93,1.36,2021-08-19,0839,T,98,6.1NRT,302.81,181.9,D
-18.74449,30.17612,324,1.94,1.36,2021-08-19,0839,T,75,6.1NRT,300.5,38.87,D
-17.23938,19.71481,316.38,1.6,1.25,2021-08-19,0839,T,55,6.1NRT,304.49,11.94,D
-17.53037,21.43216,323.92,1.24,1.1,2021-08-19,0839,T,61,6.1NRT,307.42,13.42,D
-17.74936,22.79533,322.16,1.07,1.03,2021-08-19,0839,T,49,6.1NRT,310.56,7.89,D
-18.73565,30.17161,324.49,1.94,1.36,2021-08-19,0839,T,75,6.1NRT,300.91,41.19,D
-17.3033,20.01862,321.83,1.53,1.22,2021-08-19,0839,T,66,6.1NRT,306.8,18.45,D
-17.30574,20.03285,353.24,1.52,1.22,2021-08-19,0839,T,96,6.1NRT,307.18,110.95,D
-17.49384,21.14863,325.23,1.28,1.12,2021-08-19,0839,T,73,6.1NRT,306.84,19.53,D
-17.54027,21.43045,378.24,1.24,1.1,2021-08-19,0839,T,100,6.1NRT,312.48,183.64,D
-17.54216,21.44196,325.08,1.23,1.1,2021-08-19,0839,T,71,6.1NRT,307.5,14.9,D
-18.74583,30.15166,343.31,1.93,1.36,2021-08-19,0839,T,91,6.1NRT,302.06,109.65,D
-18.74788,30.16995,332.48,1.94,1.36,2021-08-19,0839,T,83,6.1NRT,300.72,65.14,D
-18.97352,32.3074,316.05,2.83,1.61,2021-08-19,0839,T,63,6.1NRT,302.12,32.17,D
-17.77399,22.77076,345.59,1.07,1.03,2021-08-19,0839,T,92,6.1NRT,311.04,44.19,D
-17.77554,22.78075,330.05,1.07,1.03,2021-08-19,0839,T,76,6.1NRT,311.04,16.11,D
-18.67922,29.36458,315.73,1.69,1.28,2021-08-19,0839,T,52,6.1NRT,303.64,11.5,D
-17.33838,20.02686,323.78,1.52,1.22,2021-08-19,0839,T,72,6.1NRT,306.79,21.36,D
-17.78324,22.76922,327.47,1.07,1.03,2021-08-19,0839,T,60,6.1NRT,309.67,13.39,D
-17.39346,20.28854,326.38,1.46,1.19,2021-08-19,0839,T,76,6.1NRT,304.76,25.5,D
-17.40413,20.28661,318.25,1.46,1.19,2021-08-19,0839,T,56,6.1NRT,303.06,11.8,D
-17.89759,23.39218,332.39,1.03,1.01,2021-08-19,0839,T,81,6.1NRT,311.11,18.69,D
-17.97414,23.41257,320.36,1.02,1.01,2021-08-19,0839,T,57,6.1NRT,308.93,5.74,D
-17.14559,18.08857,318.28,2.12,1.41,2021-08-19,0839,T,64,6.1NRT,304.11,21.91,D
-18.13605,24.18477,324.71,1,1,2021-08-19,0839,T,70,6.1NRT,308.6,11.06,D
-18.15335,24.23969,329.53,1,1,2021-08-19,0839,T,50,6.1NRT,310.73,14.06,D
-18.15474,24.24908,322.57,1,1,2021-08-19,0839,T,44,6.1NRT,308.55,7.28,D
-18.16095,24.22888,342.71,1,1,2021-08-19,0839,T,90,6.1NRT,312.11,33.74,D
-18.16233,24.23827,336.73,1,1,2021-08-19,0839,T,63,6.1NRT,309.85,23.45,D
-18.048,23.41411,324.1,1.02,1.01,2021-08-19,0839,T,68,6.1NRT,308.96,9.86,D
-18.16854,24.21808,326.63,1,1,2021-08-19,0839,T,55,6.1NRT,307.85,11.95,D
-18.16993,24.22747,328.48,1,1,2021-08-19,0839,T,51,6.1NRT,306.86,13.83,D
-17.19734,18.15332,317.33,2.09,1.41,2021-08-19,0839,T,50,6.1NRT,305.33,16.47,D
-17.20078,18.17255,319.1,2.08,1.4,2021-08-19,0839,T,65,6.1NRT,304.85,20.95,D
-17.9407,22.59634,320.3,1.08,1.04,2021-08-19,0839,T,57,6.1NRT,308.19,6.16,D
-17.92136,22.41128,322.83,1.1,1.05,2021-08-19,0839,T,60,6.1NRT,308.24,10.13,D
-17.92297,22.42156,321.41,1.1,1.04,2021-08-19,0839,T,56,6.1NRT,308.94,8.37,D
-17.77587,21.3053,323.42,1.25,1.11,2021-08-19,0839,T,25,6.1NRT,306.25,12.25,D
-17.77494,21.29884,327.24,1.25,1.11,2021-08-19,0839,T,54,6.1NRT,307.78,19.28,D
-18.19664,23.48151,323.75,1.02,1.01,2021-08-19,0839,T,65,6.1NRT,311.4,9.37,D
-18.19808,23.49106,348.56,1.02,1.01,2021-08-19,0839,T,94,6.1NRT,310.96,47.75,D
-17.72487,19.65478,320.53,1.59,1.24,2021-08-19,0839,T,67,6.1NRT,304.39,19.33,D
-17.88561,20.27831,320.85,1.43,1.18,2021-08-19,0839,T,65,6.1NRT,308.06,13.47,D
-18.29577,21.73914,318.13,1.17,1.07,2021-08-19,0839,T,50,6.1NRT,306,6.7,D
-18.31722,21.72947,320.27,1.17,1.07,2021-08-19,0839,T,61,6.1NRT,306.31,9.44,D
-18.32862,21.73872,317.86,1.16,1.07,2021-08-19,0839,T,52,6.1NRT,306.08,6.88,D
-17.5978,17.30887,315.47,2.37,1.49,2021-08-19,0839,T,56,6.1NRT,302.81,20.68,D
-17.60183,17.3309,314.16,2.36,1.48,2021-08-19,0839,T,50,6.1NRT,302.28,16.34,D
-19.3662,28.9106,324.42,1.6,1.25,2021-08-19,0839,T,74,6.1NRT,305.53,26,D
-18.75292,23.02043,319.86,1.03,1.02,2021-08-19,0839,T,59,6.1NRT,309.71,10.3,D
-18.75441,23.03016,317.98,1.03,1.02,2021-08-19,0839,T,42,6.1NRT,306.57,7.43,D
-20.11657,33.66011,317.21,3.68,1.8,2021-08-19,0839,T,65,6.1NRT,300.83,54.06,D
-20.12358,33.65294,315.59,3.68,1.8,2021-08-19,0839,T,61,6.1NRT,300.75,46.75,D
-20.07467,30.90606,321.7,2.29,1.47,2021-08-19,0839,T,72,6.1NRT,303.67,38.29,D
-20.07704,30.9278,343.9,2.3,1.47,2021-08-19,0839,T,92,6.1NRT,304.29,143.43,D
-20.34314,33.54913,315.61,3.64,1.79,2021-08-19,0839,T,61,6.1NRT,301.5,42.51,D
-20.07326,30.92264,335.58,2.3,1.47,2021-08-19,0839,T,86,6.1NRT,305.06,93.4,D
-18.98413,22.43826,315.47,1.07,1.03,2021-08-19,0839,T,51,6.1NRT,299.76,11.01,D
-20.08651,30.92115,318.06,2.3,1.47,2021-08-19,0839,T,32,6.1NRT,302.26,24.02,D
-20.35082,33.54315,314.58,3.64,1.79,2021-08-19,0839,T,57,6.1NRT,301.07,37.74,D
-20.08481,29.29125,319.92,1.75,1.3,2021-08-19,0839,T,53,6.1NRT,305.44,18.97,D
-19.17587,22.12007,324.51,1.1,1.04,2021-08-19,0839,T,54,6.1NRT,307.72,12.87,D
-19.17749,22.13042,330.46,1.1,1.04,2021-08-19,0839,T,81,6.1NRT,308.46,21.51,D
-19.17911,22.14075,324.08,1.1,1.04,2021-08-19,0839,T,54,6.1NRT,307.03,12.16,D
-19.18686,22.12881,342,1.1,1.04,2021-08-19,0839,T,90,6.1NRT,305.94,40.55,D
-19.18847,22.13914,338.59,1.1,1.04,2021-08-19,0839,T,88,6.1NRT,305.25,33.99,D
-19.24093,22.31304,328.58,1.08,1.04,2021-08-19,0839,T,71,6.1NRT,308.99,17.27,D
-20.73104,34.24112,313.81,4.14,1.88,2021-08-19,0839,T,47,6.1NRT,299.55,36.69,D
-19.59274,23.15234,324.14,1.02,1.01,2021-08-19,0839,T,43,6.1NRT,305.67,12.74,D
-19.5942,23.16197,331.6,1.02,1.01,2021-08-19,0839,T,82,6.1NRT,305.88,22.07,D
-19.60325,23.16047,360.06,1.02,1.01,2021-08-19,0839,T,100,6.1NRT,303.49,77.84,D
-19.61989,23.14784,327.3,1.02,1.01,2021-08-19,0839,T,26,6.1NRT,305.43,12.64,D
-19.62165,23.0981,323.79,1.02,1.01,2021-08-19,0839,T,31,6.1NRT,308.42,9.09,D
-19.62912,23.09069,319.53,1.02,1.01,2021-08-19,0839,T,27,6.1NRT,306.14,9.6,D
-19.63942,23.15818,333.89,1.02,1.01,2021-08-19,0839,T,73,6.1NRT,304.34,26.98,D
-19.64089,23.1678,329.58,1.02,1.01,2021-08-19,0839,T,79,6.1NRT,300.76,22.63,D
-19.64407,23.12778,333.73,1.02,1.01,2021-08-19,0839,T,51,6.1NRT,308.48,23.16,D
-19.64701,23.14705,368.73,1.02,1.01,2021-08-19,0839,T,100,6.1NRT,308.87,104.51,D
-19.64847,23.15668,396.53,1.02,1.01,2021-08-19,0839,T,100,6.1NRT,311.74,229.57,D
-19.64994,23.16631,329.29,1.02,1.01,2021-08-19,0839,T,79,6.1NRT,301.06,21.63,D
-19.65165,23.11664,336.06,1.02,1.01,2021-08-19,0839,T,73,6.1NRT,309.88,25.35,D
-19.65312,23.12628,361.2,1.02,1.01,2021-08-19,0839,T,100,6.1NRT,309.61,78.55,D
-19.65459,23.13592,345.05,1.02,1.01,2021-08-19,0839,T,84,6.1NRT,307.27,40.04,D
-19.65606,23.14555,343.21,1.02,1.01,2021-08-19,0839,T,72,6.1NRT,306.94,38.28,D
-19.65752,23.15518,366.51,1.02,1.01,2021-08-19,0839,T,100,6.1NRT,303.39,97.49,D
-19.66071,23.11514,327.65,1.02,1.01,2021-08-19,0839,T,64,6.1NRT,303.12,15.82,D
-19.66217,23.12478,326.34,1.02,1.01,2021-08-19,0839,T,56,6.1NRT,301.75,14.65,D
-19.6651,23.14405,365.64,1.02,1.01,2021-08-19,0839,T,100,6.1NRT,305.49,97.3,D
-19.66657,23.15368,320.03,1.02,1.01,2021-08-19,0839,T,52,6.1NRT,299.79,10.32,D
-21.04051,34.11534,312.8,4.08,1.87,2021-08-19,0839,T,41,6.1NRT,298.86,40.15,D
-19.74351,22.09043,329.48,1.09,1.04,2021-08-19,0839,T,69,6.1NRT,306.74,18.74,D
-19.74671,22.11099,325.74,1.09,1.04,2021-08-19,0839,T,42,6.1NRT,306.57,13.19,D
-19.74821,22.0831,346.99,1.09,1.04,2021-08-19,0839,T,93,6.1NRT,308.13,49.08,D
-19.74985,22.09338,326.06,1.09,1.04,2021-08-19,0839,T,75,6.1NRT,307.6,12.29,D
-19.75312,22.11392,337.15,1.08,1.04,2021-08-19,0839,T,86,6.1NRT,307.37,29.46,D
-19.75476,22.12418,326.61,1.08,1.04,2021-08-19,0839,T,76,6.1NRT,306.71,14.46,D
-19.76524,22.06958,324.96,1.09,1.04,2021-08-19,0839,T,36,6.1NRT,308.18,11.84,D
-21.1349,32.90145,315.35,3.34,1.72,2021-08-19,0839,T,56,6.1NRT,300.75,45.73,D
-20.38632,25.18669,325.96,1.05,1.02,2021-08-19,0839,T,60,6.1NRT,311.59,11.12,D
-20.394,25.18918,324.69,1.05,1.02,2021-08-19,0839,T,71,6.1NRT,309.56,11.41,D
-19.68024,20.42225,319.68,1.31,1.14,2021-08-19,0839,T,41,6.1NRT,305.41,13.16,D
-19.67001,17.60981,313.08,2.04,1.39,2021-08-19,0839,T,51,6.1NRT,301.45,17.53,D
-23.04972,29.51193,312.64,1.99,1.38,2021-08-19,0839,T,18,6.1NRT,302.39,17.1,D
-23.03036,28.67258,317.83,1.73,1.29,2021-08-19,0839,T,63,6.1NRT,305.56,13.54,D
-23.03232,28.68958,324.79,1.74,1.29,2021-08-19,0839,T,75,6.1NRT,304.07,28.75,D
-23.02789,28.6837,332.09,1.74,1.29,2021-08-19,0839,T,83,6.1NRT,304.84,49.78,D
31.36897,30.33364,320.06,1.55,1.23,2021-08-19,0824,T,0,6.1NRT,304.6,12.08,D
19.62429,40.62254,312.95,2.76,1.59,2021-08-19,0826,T,56,6.1NRT,301.28,28.3,D
18.83114,38.17131,318.01,1.89,1.34,2021-08-19,0828,T,69,6.1NRT,304.66,23.98,D
15.8772,40.60538,313.64,3.3,1.72,2021-08-19,0828,T,59,6.1NRT,297.21,34.76,D
15.8153,40.28249,313.3,3.13,1.68,2021-08-19,0828,T,58,6.1NRT,297.07,30.46,D
15.54031,41.85083,311.37,4.17,1.89,2021-08-19,0828,T,39,6.1NRT,296.72,40.1,D
15.81627,40.27758,314.3,3.13,1.68,2021-08-19,0828,T,61,6.1NRT,297.5,34.75,D
15.56215,40.8102,312.27,3.47,1.75,2021-08-19,0828,T,53,6.1NRT,296.86,33.69,D
15.50957,40.83232,314.59,3.49,1.76,2021-08-19,0828,T,43,6.1NRT,297.84,39.02,D
15.5149,40.82813,314.66,3.49,1.76,2021-08-19,0828,T,51,6.1NRT,298.08,41.38,D
15.48029,40.75567,313.93,3.45,1.75,2021-08-19,0828,T,49,6.1NRT,297.63,37.67,D
15.05989,42.1801,312.76,4.5,1.95,2021-08-19,0828,T,37,6.1NRT,296.7,51.83,D
15.23382,40.27422,316.21,3.21,1.7,2021-08-19,0828,T,49,6.1NRT,298.55,40.39,D
15.07171,40.48238,313.17,3.35,1.73,2021-08-19,0828,T,57,6.1NRT,298.1,34.71,D
15.45348,32.62843,327.88,1.03,1.01,2021-08-19,0828,T,20,6.1NRT,306.16,8.18,D
15.44445,32.627,328.22,1.03,1.01,2021-08-19,0828,T,17,6.1NRT,305.88,9.22,D
13.65761,41.74546,331.95,4.47,1.94,2021-08-19,0828,T,58,6.1NRT,306.04,107.26,D
1.0551,33.43071,314.98,1.71,1.28,2021-08-19,0835,T,24,6.1NRT,297.22,12.32,D
-0.84028,30.65427,317.93,1.19,1.08,2021-08-19,0835,T,46,6.1NRT,298,9.95,D
-0.84194,30.66542,319.47,1.19,1.08,2021-08-19,0835,T,63,6.1NRT,298.92,11.36,D
-1.02252,31.19325,324.88,1.28,1.12,2021-08-19,0835,T,30,6.1NRT,302.36,15.08,D
-1.15386,31.59961,317.48,1.37,1.16,2021-08-19,0835,T,43,6.1NRT,297.38,13.3,D
-1.22896,31.48487,324.63,1.35,1.15,2021-08-19,0835,T,65,6.1NRT,299.65,22.58,D
-1.23072,31.49682,321.71,1.35,1.15,2021-08-19,0835,T,56,6.1NRT,300.58,17.66,D
-1.24951,31.48198,344.48,1.35,1.15,2021-08-19,0835,T,89,6.1NRT,301.23,61.72,D
-1.24787,31.48795,324.72,1.35,1.15,2021-08-19,0835,T,63,6.1NRT,303.11,19.79,D
-1.25645,31.47453,319.28,1.35,1.15,2021-08-19,0835,T,42,6.1NRT,300.59,11.05,D
-1.25816,31.48649,337.11,1.35,1.15,2021-08-19,0835,T,87,6.1NRT,301.18,45.31,D
-1.58149,31.10487,322.38,1.29,1.13,2021-08-19,0835,T,72,6.1NRT,304.09,12.94,D
-1.58992,31.09216,323.57,1.29,1.13,2021-08-19,0835,T,74,6.1NRT,303.66,14.67,D
